978,Kage,3.468,07-2019,SF5S4,Street Fighter V
979,Cammy,3.298,07-2019,SF2NC,Street Fighter II
980,Ibuki,2.655,07-2019,SF3,Street Fighter III
981,Urien,2.644,07-2019,SF3GI,Street Fighter III
982,Sakura,2.437,07-2019,SFA2,Street Fighter Alpha
983,Sagat,2.357,07-2019,SF1,Street Fighter
984,Laura,2.311,07-2019,SF5,Street Fighter V
985,Birdie,2.248,07-2019,SF1,Street Fighter
986,Zeku,2.225,07-2019,SFA2,Street Fighter Alpha
987,Nash,2.179,07-2019,SFA,Street Fighter Alpha
988,Juri,2.174,07-2019,SSF4,Street Fighter IV
989,Alex,2.162,07-2019,SF3,Street Fighter III
990,Chun-Li,2.14,07-2019,SF2,Street Fighter II
991,G,2.134,07-2019,SF5S3,Street Fighter V
992,R. Mika,2.096,07-2019,SFA3,Street Fighter Alpha
993,Boxer,2.034,07-2019,SF2,Street Fighter II
994,Kolin,1.936,07-2019,SF3,Street Fighter III
995,Necalli,1.872,07-2019,SF5,Street Fighter V
996,Rashid,1.866,07-2019,SF5,Street Fighter V
997,Abigail,1.82,07-2019,FF,Final Fight
998,Cody,1.778,07-2019,FF,Final Fight
999,Ed,1.714,07-2019,SF4,Street Fighter IV
1000,Claw,1.503,07-2019,SF2,Street Fighter II
1001,Dhalsim,1.205,07-2019,SF2,Street Fighter II
1002,Blanka,1.096,07-2019,SF2,Street Fighter II
1003,Menat,1.054,07-2019,SF5S2,Street Fighter V
1004,Falke,1.02,07-2019,SF5S2,Street Fighter V
1005,F.A.N.G.,0.827,07-2019,SF5,Street Fighter V
1006,Lucia,9.113,08-2019,FF3,Final Fight
1007,Ryu,9.035,08-2019,SF1,Street Fighter
1008,Akuma,6.987,08-2019,SF2T,Street Fighter II
1009,Ken,5.71,08-2019,SF1,Street Fighter
1010,E. Honda,5.607,08-2019,SF2,Street Fighter II
1011,Poison,5.156,08-2019,FF,Final Fight
1012,Guile,3.802,08-2019,SF2,Street Fighter II
1013,Karin,3.405,08-2019,SFA3,Street Fighter Alpha
1014,Dictator,3.39,08-2019,SF2,Street Fighter II
1015,Zangief,3.191,08-2019,SF2,Street Fighter II
1016,Cammy,2.691,08-2019,SF2NC,Street Fighter II
1017,Kage,2.552,08-2019,SF5S4,Street Fighter V
1018,Sagat,2.125,08-2019,SF1,Street Fighter
1019,Ibuki,2.013,08-2019,SF3,Street Fighter III
1020,Urien,1.99,08-2019,SF3GI,Street Fighter III
1021,Sakura,1.909,08-2019,SFA2,Street Fighter Alpha
1022,Laura,1.844,08-2019,SF5,Street Fighter V
1023,Zeku,1.794,08-2019,SFA2,Street Fighter Alpha
1024,Chun-Li,1.757,08-2019,SF2,Street Fighter II
1025,Nash,1.719,08-2019,SFA,Street Fighter Alpha
1026,Birdie,1.709,08-2019,SF1,Street Fighter
1027,Juri,1.683,08-2019,SSF4,Street Fighter IV
1028,R. Mika,1.668,08-2019,SFA3,Street Fighter Alpha
1029,Alex,1.645,08-2019,SF3,Street Fighter III
1030,Rashid,1.641,08-2019,SF5,Street Fighter V
1031,G,1.601,08-2019,SF5S3,Street Fighter V
1032,Cody,1.586,08-2019,FF,Final Fight
1033,Boxer,1.535,08-2019,SF2,Street Fighter II
1034,Kolin,1.502,08-2019,SF3,Street Fighter III
1035,Necalli,1.405,08-2019,SF5,Street Fighter V
1036,Abigail,1.389,08-2019,FF,Final Fight
1037,Ed,1.37,08-2019,SF4,Street Fighter IV
1038,Claw,1.285,08-2019,SF2,Street Fighter II
1039,Dhalsim,0.939,08-2019,SF2,Street Fighter II
1040,Blanka,0.912,08-2019,SF2,Street Fighter II
1041,Falke,0.869,08-2019,SF5S2,Street Fighter V
1042,Menat,0.785,08-2019,SF5S2,Street Fighter V
1043,F.A.N.G.,0.686,08-2019,SF5,Street Fighter V
1044,Ryu,10.106,09-2019,SF1,Street Fighter
1045,Akuma,8.204,09-2019,SF2T,Street Fighter II
1046,Ken,6.274,09-2019,SF1,Street Fighter
1047,Guile,4.429,09-2019,SF2,Street Fighter II
1048,Lucia,4.138,09-2019,FF3,Final Fight
1049,Dictator,3.886,09-2019,SF2,Street Fighter II
1050,Karin,3.849,09-2019,SFA3,Street Fighter Alpha
1051,Zangief,3.655,09-2019,SF2,Street Fighter II
1052,Kage,3.025,09-2019,SF5S4,Street Fighter V
1053,E. Honda,2.948,09-2019,SF2,Street Fighter II
1054,Cammy,2.904,09-2019,SF2NC,Street Fighter II
1055,Poison,2.488,09-2019,FF,Final Fight
1056,Urien,2.422,09-2019,SF3GI,Street Fighter III
1057,Ibuki,2.281,09-2019,SF3,Street Fighter III
1058,Sagat,2.228,09-2019,SF1,Street Fighter
1059,Zeku,2.218,09-2019,SFA2,Street Fighter Alpha
1060,Laura,1.976,09-2019,SF5,Street Fighter V
1061,Chun-Li,1.967,09-2019,SF2,Street Fighter II
1062,Nash,1.939,09-2019,SFA,Street Fighter Alpha
1063,Kolin,1.923,09-2019,SF3,Street Fighter III
1064,Birdie,1.915,09-2019,SF1,Street Fighter
1065,G,1.889,09-2019,SF5S3,Street Fighter V
1066,Sakura,1.887,09-2019,SFA2,Street Fighter Alpha
1067,Alex,1.867,09-2019,SF3,Street Fighter III
1068,Rashid,1.863,09-2019,SF5,Street Fighter V
1069,Juri,1.814,09-2019,SSF4,Street Fighter IV
1070,Boxer,1.801,09-2019,SF2,Street Fighter II
1071,Abigail,1.716,09-2019,FF,Final Fight
1072,R. Mika,1.712,09-2019,SFA3,Street Fighter Alpha
1073,Cody,1.62,09-2019,FF,Final Fight
1074,Necalli,1.514,09-2019,SF5,Street Fighter V
1075,Ed,1.494,09-2019,SF4,Street Fighter IV
1076,Claw,1.457,09-2019,SF2,Street Fighter II
1077,Dhalsim,1.068,09-2019,SF2,Street Fighter II
1078,Blanka,1.035,09-2019,SF2,Street Fighter II
1079,Menat,0.869,09-2019,SF5S2,Street Fighter V
1080,Falke,0.853,09-2019,SF5S2,Street Fighter V
1081,F.A.N.G.,0.768,09-2019,SF5,Street Fighter V
1082,Ryu,10.098,10-2019,SF1,Street Fighter
1083,Akuma,8.597,10-2019,SF2T,Street Fighter II
1084,Ken,6.258,10-2019,SF1,Street Fighter
1085,Guile,4.468,10-2019,SF2,Street Fighter II
1086,Dictator,3.936,10-2019,SF2,Street Fighter II
1087,Karin,3.926,10-2019,SFA3,Street Fighter Alpha
1088,Zangief,3.88,10-2019,SF2,Street Fighter II
1089,Kage,3.512,10-2019,SF5S4,Street Fighter V
1090,Cammy,2.886,10-2019,SF2NC,Street Fighter II
1091,Lucia,2.633,10-2019,FF3,Final Fight
1092,Urien,2.624,10-2019,SF3GI,Street Fighter III
1093,Ibuki,2.413,10-2019,SF3,Street Fighter III
1094,Zeku,2.282,10-2019,SFA2,Street Fighter Alpha
1095,Kolin,2.146,10-2019,SF3,Street Fighter III
1096,Sagat,2.113,10-2019,SF1,Street Fighter
1097,Alex,2.064,10-2019,SF3,Street Fighter III
1098,Birdie,2.037,10-2019,SF1,Street Fighter
1099,E. Honda,2.035,10-2019,SF2,Street Fighter II
1100,Chun-Li,2.021,10-2019,SF2,Street Fighter II
1101,Laura,2,10-2019,SF5,Street Fighter V
1102,G,1.983,10-2019,SF5S3,Street Fighter V
1103,Nash,1.936,10-2019,SFA,Street Fighter Alpha
1104,Boxer,1.931,10-2019,SF2,Street Fighter II
1105,Juri,1.917,10-2019,SSF4,Street Fighter IV
1106,Rashid,1.903,10-2019,SF5,Street Fighter V
1107,R. Mika,1.899,10-2019,SFA3,Street Fighter Alpha
1108,Sakura,1.853,10-2019,SFA2,Street Fighter Alpha
1109,Poison,1.83,10-2019,FF,Final Fight
1110,Abigail,1.788,10-2019,FF,Final Fight
1111,Cody,1.628,10-2019,FF,Final Fight
1112,Necalli,1.622,10-2019,SF5,Street Fighter V
1113,Claw,1.541,10-2019,SF2,Street Fighter II
1114,Ed,1.483,10-2019,SF4,Street Fighter IV
1115,Dhalsim,1.138,10-2019,SF2,Street Fighter II
1116,Blanka,1.024,10-2019,SF2,Street Fighter II
1117,Menat,0.89,10-2019,SF5S2,Street Fighter V
1118,Falke,0.868,10-2019,SF5S2,Street Fighter V
1119,F.A.N.G.,0.834,10-2019,SF5,Street Fighter V
1120,Ryu,9.952,11-2019,SF1,Street Fighter
1121,Akuma,8.561,11-2019,SF2T,Street Fighter II
1122,Ken,6.263,11-2019,SF1,Street Fighter
1123,Guile,4.432,11-2019,SF2,Street Fighter II
1124,Dictator,3.981,11-2019,SF2,Street Fighter II
1125,Zangief,3.882,11-2019,SF2,Street Fighter II
1126,Karin,3.781,11-2019,SFA3,Street Fighter Alpha
1127,Kage,3.381,11-2019,SF5S4,Street Fighter V
1128,Cammy,3.006,11-2019,SF2NC,Street Fighter II
1129,Urien,2.787,11-2019,SF3GI,Street Fighter III
1130,Ibuki,2.404,11-2019,SF3,Street Fighter III
1131,Lucia,2.351,11-2019,FF3,Final Fight
1132,Zeku,2.345,11-2019,SFA2,Street Fighter Alpha
1133,Poison,2.241,11-2019,FF,Final Fight
1134,Sagat,2.211,11-2019,SF1,Street Fighter
1135,Chun-Li,2.151,11-2019,SF2,Street Fighter II
1136,G,2.122,11-2019,SF5S3,Street Fighter V
1137,Laura,2.109,11-2019,SF5,Street Fighter V
1138,Alex,2.056,11-2019,SF3,Street Fighter III
1139,Nash,2.021,11-2019,SFA,Street Fighter Alpha
1140,R. Mika,2.011,11-2019,SFA3,Street Fighter Alpha
1141,Kolin,2.003,11-2019,SF3,Street Fighter III
1142,Sakura,1.999,11-2019,SFA2,Street Fighter Alpha
1143,Birdie,1.985,11-2019,SF1,Street Fighter
1144,Juri,1.931,11-2019,SSF4,Street Fighter IV
1145,Rashid,1.912,11-2019,SF5,Street Fighter V
1146,Abigail,1.881,11-2019,FF,Final Fight
1147,Boxer,1.745,11-2019,SF2,Street Fighter II
1148,Cody,1.611,11-2019,FF,Final Fight
1149,E. Honda,1.57,11-2019,SF2,Street Fighter II
1150,Necalli,1.548,11-2019,SF5,Street Fighter V
1151,Ed,1.547,11-2019,SF4,Street Fighter IV
1152,Claw,1.538,11-2019,SF2,Street Fighter II
1153,Dhalsim,1.097,11-2019,SF2,Street Fighter II
1154,Blanka,1.049,11-2019,SF2,Street Fighter II
1155,Menat,0.894,11-2019,SF5S2,Street Fighter V
1156,Falke,0.864,11-2019,SF5S2,Street Fighter V
1157,F.A.N.G.,0.777,11-2019,SF5,Street Fighter V
1158,Ryu,9.925,12-2019,SF1,Street Fighter
1159,Akuma,6.243,12-2019,SF2T,Street Fighter II
1160,Ken,5.895,12-2019,SF1,Street Fighter
1161,Gill,4.532,12-2019,SF3,Street Fighter III
1162,Kage,4.205,12-2019,SF5S4,Street Fighter V
1163,Guile,4.092,12-2019,SF2,Street Fighter II
1164,Dictator,3.731,12-2019,SF2,Street Fighter II
1165,Zangief,3.568,12-2019,SF2,Street Fighter II
1166,Karin,3.03,12-2019,SFA3,Street Fighter Alpha
1167,Cammy,2.79,12-2019,SF2NC,Street Fighter II
1168,Urien,2.607,12-2019,SF3GI,Street Fighter III
1169,Chun-Li,2.576,12-2019,SF2,Street Fighter II
1170,Laura,2.468,12-2019,SF5,Street Fighter V
1171,Nash,2.254,12-2019,SFA,Street Fighter Alpha
1172,Alex,2.168,12-2019,SF3,Street Fighter III
1173,Sakura,2.129,12-2019,SFA2,Street Fighter Alpha
1174,Ibuki,2.109,12-2019,SF3,Street Fighter III
1175,Juri,2.096,12-2019,SSF4,Street Fighter IV
1176,Lucia,2.093,12-2019,FF3,Final Fight
1177,Ed,2.074,12-2019,SF4,Street Fighter IV
1178,Sagat,2.02,12-2019,SF1,Street Fighter
1179,G,2.011,12-2019,SF5S3,Street Fighter V
1180,Zeku,1.975,12-2019,SFA2,Street Fighter Alpha
1181,Kolin,1.904,12-2019,SF3,Street Fighter III
1182,Necalli,1.862,12-2019,SF5,Street Fighter V
1183,Abigail,1.82,12-2019,FF,Final Fight
1184,R. Mika,1.803,12-2019,SFA3,Street Fighter Alpha
1185,Boxer,1.769,12-2019,SF2,Street Fighter II
1186,Poison,1.745,12-2019,FF,Final Fight
1187,Cody,1.725,12-2019,FF,Final Fight
1188,Rashid,1.719,12-2019,SF5,Street Fighter V
1189,Claw,1.663,12-2019,SF2,Street Fighter II
1190,Birdie,1.395,12-2019,SF1,Street Fighter
1191,E. Honda,1.361,12-2019,SF2,Street Fighter II
1192,Falke,1.021,12-2019,SF5S2,Street Fighter V
1193,Blanka,1.005,12-2019,SF2,Street Fighter II
1194,Dhalsim,0.992,12-2019,SF2,Street Fighter II
1195,Menat,0.876,12-2019,SF5S2,Street Fighter V
1196,F.A.N.G.,0.75,12-2019,SF5,Street Fighter V
1197,Ryu,9.084,01-2020,SF1,Street Fighter
1198,Kage,7.277,01-2020,SF5S4,Street Fighter V
1199,Ken,5.697,01-2020,SF1,Street Fighter
1200,Akuma,5.308,01-2020,SF2T,Street Fighter II
1201,Gill,4.386,01-2020,SF3,Street Fighter III
1202,Guile,3.851,01-2020,SF2,Street Fighter II
1203,Dictator,3.48,01-2020,SF2,Street Fighter II
1204,Zangief,3.278,01-2020,SF2,Street Fighter II
1205,Chun-Li,3.101,01-2020,SF2,Street Fighter II
1206,Cammy,2.736,01-2020,SF2NC,Street Fighter II
1207,Urien,2.693,01-2020,SF3GI,Street Fighter III
1208,Karin,2.636,01-2020,SFA3,Street Fighter Alpha
1209,Laura,2.507,01-2020,SF5,Street Fighter V
1210,Abigail,2.302,01-2020,FF,Final Fight
1211,Nash,2.253,01-2020,SFA,Street Fighter Alpha
1212,Ed,2.244,01-2020,SF4,Street Fighter IV
1213,Sakura,2.211,01-2020,SFA2,Street Fighter Alpha
1214,Ibuki,2.143,01-2020,SF3,Street Fighter III
1215,Juri,2.065,01-2020,SSF4,Street Fighter IV
1216,Lucia,2.06,01-2020,FF3,Final Fight
1217,G,1.989,01-2020,SF5S3,Street Fighter V
1218,Alex,1.968,01-2020,SF3,Street Fighter III
1219,Sagat,1.902,01-2020,SF1,Street Fighter
1220,Necalli,1.864,01-2020,SF5,Street Fighter V
1221,Boxer,1.842,01-2020,SF2,Street Fighter II
1222,Zeku,1.827,01-2020,SFA2,Street Fighter Alpha
1223,Kolin,1.826,01-2020,SF3,Street Fighter III
1224,Cody,1.814,01-2020,FF,Final Fight
1225,Poison,1.795,01-2020,FF,Final Fight
1226,Claw,1.605,01-2020,SF2,Street Fighter II
1227,R. Mika,1.53,01-2020,SFA3,Street Fighter Alpha
1228,Rashid,1.514,01-2020,SF5,Street Fighter V
1229,E. Honda,1.434,01-2020,SF2,Street Fighter II
1230,Birdie,1.171,01-2020,SF1,Street Fighter
1231,Falke,1.038,01-2020,SF5S2,Street Fighter V
1232,Dhalsim,0.999,01-2020,SF2,Street Fighter II
1233,Blanka,0.988,01-2020,SF2,Street Fighter II
1234,Menat,0.916,01-2020,SF5S2,Street Fighter V
1235,F.A.N.G.,0.668,01-2020,SF5,Street Fighter V
1236,Seth,9.315,02-2020,SF4,Street Fighter IV
1237,Ryu,8.905,02-2020,SF1,Street Fighter
1238,Kage,5.69,02-2020,SF5S4,Street Fighter V
1239,Ken,5.688,02-2020,SF1,Street Fighter
1240,Akuma,5.134,02-2020,SF2T,Street Fighter II
1241,Guile,3.869,02-2020,SF2,Street Fighter II
1242,Zangief,3.265,02-2020,SF2,Street Fighter II
1243,Dictator,3.051,02-2020,SF2,Street Fighter II
1244,Gill,2.817,02-2020,SF3,Street Fighter III
1245,Cammy,2.776,02-2020,SF2NC,Street Fighter II
1246,Chun-Li,2.655,02-2020,SF2,Street Fighter II
1247,Sakura,2.514,02-2020,SFA2,Street Fighter Alpha
1248,Karin,2.393,02-2020,SFA3,Street Fighter Alpha
1249,Urien,2.317,02-2020,SF3GI,Street Fighter III
1250,Laura,2.255,02-2020,SF5,Street Fighter V
1251,Abigail,2.013,02-2020,FF,Final Fight
1252,Ed,1.974,02-2020,SF4,Street Fighter IV
1253,Nash,1.92,02-2020,SFA,Street Fighter Alpha
1254,Juri,1.861,02-2020,SSF4,Street Fighter IV
1255,G,1.84,02-2020,SF5S3,Street Fighter V
1256,Sagat,1.836,02-2020,SF1,Street Fighter
1257,Alex,1.779,02-2020,SF3,Street Fighter III
1258,Lucia,1.775,02-2020,FF3,Final Fight
1259,Ibuki,1.701,02-2020,SF3,Street Fighter III
1260,Boxer,1.624,02-2020,SF2,Street Fighter II
1261,Necalli,1.596,02-2020,SF5,Street Fighter V
1262,Kolin,1.578,02-2020,SF3,Street Fighter III
1263,Cody,1.568,02-2020,FF,Final Fight
1264,E. Honda,1.527,02-2020,SF2,Street Fighter II
1265,Claw,1.507,02-2020,SF2,Street Fighter II
1266,Zeku,1.499,02-2020,SFA2,Street Fighter Alpha
1267,R. Mika,1.479,02-2020,SFA3,Street Fighter Alpha
1268,Poison,1.415,02-2020,FF,Final Fight
1269,Rashid,1.291,02-2020,SF5,Street Fighter V
1270,Birdie,1.19,02-2020,SF1,Street Fighter
1271,Dhalsim,1.024,02-2020,SF2,Street Fighter II
1272,Blanka,0.984,02-2020,SF2,Street Fighter II
1273,Falke,0.883,02-2020,SF5S2,Street Fighter V
1274,Menat,0.861,02-2020,SF5S2,Street Fighter V
1275,F.A.N.G.,0.632,02-2020,SF5,Street Fighter V
1276,Ryu,9.715,03-2020,SF1,Street Fighter
1277,Ken,6.432,03-2020,SF1,Street Fighter
1278,Akuma,6.17,03-2020,SF2T,Street Fighter II
1279,Seth,5.752,03-2020,SF4,Street Fighter IV
1280,Kage,5.158,03-2020,SF5S4,Street Fighter V
1281,Guile,4.493,03-2020,SF2,Street Fighter II
1282,Zangief,3.531,03-2020,SF2,Street Fighter II
1283,Dictator,3.348,03-2020,SF2,Street Fighter II
1284,Cammy,2.77,03-2020,SF2NC,Street Fighter II
1285,Chun-Li,2.721,03-2020,SF2,Street Fighter II
1286,Gill,2.631,03-2020,SF3,Street Fighter III
1287,Karin,2.53,03-2020,SFA3,Street Fighter Alpha
1288,Urien,2.42,03-2020,SF3GI,Street Fighter III
1289,Sakura,2.352,03-2020,SFA2,Street Fighter Alpha
1290,Laura,2.152,03-2020,SF5,Street Fighter V
1291,Nash,2.048,03-2020,SFA,Street Fighter Alpha
1292,Abigail,2.022,03-2020,FF,Final Fight
1293,Sagat,1.989,03-2020,SF1,Street Fighter
1294,G,1.835,03-2020,SF5S3,Street Fighter V
1295,Alex,1.82,03-2020,SF3,Street Fighter III
1296,Ed,1.787,03-2020,SF4,Street Fighter IV
1297,Juri,1.754,03-2020,SSF4,Street Fighter IV
1298,Boxer,1.682,03-2020,SF2,Street Fighter II
1299,Zeku,1.664,03-2020,SFA2,Street Fighter Alpha
1300,Ibuki,1.652,03-2020,SF3,Street Fighter III
1301,Claw,1.639,03-2020,SF2,Street Fighter II
1302,E. Honda,1.591,03-2020,SF2,Street Fighter II
1303,Necalli,1.587,03-2020,SF5,Street Fighter V
1304,Kolin,1.586,03-2020,SF3,Street Fighter III
1305,R. Mika,1.578,03-2020,SFA3,Street Fighter Alpha
1306,Cody,1.562,03-2020,FF,Final Fight
1307,Lucia,1.479,03-2020,FF3,Final Fight
1308,Rashid,1.339,03-2020,SF5,Street Fighter V
1309,Birdie,1.258,03-2020,SF1,Street Fighter
1310,Poison,1.245,03-2020,FF,Final Fight
1311,Dhalsim,1.184,03-2020,SF2,Street Fighter II
1312,Blanka,1.086,03-2020,SF2,Street Fighter II
1313,Falke,0.879,03-2020,SF5S2,Street Fighter V
1314,Menat,0.815,03-2020,SF5S2,Street Fighter V
1315,F.A.N.G.,0.742,03-2020,SF5,Street Fighter V
1316,Ryu,9.951,04-2020,SF1,Street Fighter
1317,Ken,6.742,04-2020,SF1,Street Fighter
1318,Akuma,6.507,04-2020,SF2T,Street Fighter II
1319,Kage,5.999,04-2020,SF5S4,Street Fighter V
1320,Guile,4.601,04-2020,SF2,Street Fighter II
1321,Seth,3.668,04-2020,SF4,Street Fighter IV
1322,Zangief,3.535,04-2020,SF2,Street Fighter II
1323,Dictator,3.432,04-2020,SF2,Street Fighter II
1324,Cammy,2.803,04-2020,SF2NC,Street Fighter II
1325,Chun-Li,2.597,04-2020,SF2,Street Fighter II
1326,Urien,2.584,04-2020,SF3GI,Street Fighter III
1327,Karin,2.515,04-2020,SFA3,Street Fighter Alpha
1328,Gill,2.466,04-2020,SF3,Street Fighter III
1329,Sagat,2.195,04-2020,SF1,Street Fighter
1330,Sakura,2.152,04-2020,SFA2,Street Fighter Alpha
1331,Laura,2.126,04-2020,SF5,Street Fighter V
1332,Nash,2.076,04-2020,SFA,Street Fighter Alpha
1333,G,1.919,04-2020,SF5S3,Street Fighter V
1334,Abigail,1.912,04-2020,FF,Final Fight
1335,Ed,1.885,04-2020,SF4,Street Fighter IV
1336,Alex,1.843,04-2020,SF3,Street Fighter III
1337,Boxer,1.787,04-2020,SF2,Street Fighter II
1338,Juri,1.704,04-2020,SSF4,Street Fighter IV
1339,Zeku,1.697,04-2020,SFA2,Street Fighter Alpha
1340,Kolin,1.637,04-2020,SF3,Street Fighter III
1341,R. Mika,1.619,04-2020,SFA3,Street Fighter Alpha
1342,Cody,1.581,04-2020,FF,Final Fight
1343,Claw,1.579,04-2020,SF2,Street Fighter II
1344,Ibuki,1.579,04-2020,SF3,Street Fighter III
1345,Lucia,1.562,04-2020,FF3,Final Fight
1346,Necalli,1.56,04-2020,SF5,Street Fighter V
1347,E. Honda,1.516,04-2020,SF2,Street Fighter II
1348,Rashid,1.355,04-2020,SF5,Street Fighter V
1349,Birdie,1.319,04-2020,SF1,Street Fighter
1350,Poison,1.232,04-2020,FF,Final Fight
1351,Dhalsim,1.206,04-2020,SF2,Street Fighter II
1352,Blanka,1.12,04-2020,SF2,Street Fighter II
1353,Falke,0.884,04-2020,SF5S2,Street Fighter V
1354,Menat,0.848,04-2020,SF5S2,Street Fighter V
1355,F.A.N.G.,0.708,04-2020,SF5,Street Fighter V
1356,Ryu,9.644,05-2020,SF1,Street Fighter
1357,Akuma,6.654,05-2020,SF2T,Street Fighter II
1358,Ken,6.433,05-2020,SF1,Street Fighter
1359,Kage,5.626,05-2020,SF5S4,Street Fighter V
1360,Guile,4.447,05-2020,SF2,Street Fighter II
1361,Zangief,3.566,05-2020,SF2,Street Fighter II
1362,Dictator,3.461,05-2020,SF2,Street Fighter II
1363,Seth,3.31,05-2020,SF4,Street Fighter IV
1364,Urien,2.963,05-2020,SF3GI,Street Fighter III
1365,Cammy,2.905,05-2020,SF2NC,Street Fighter II
1366,Chun-Li,2.693,05-2020,SF2,Street Fighter II
1367,Karin,2.656,05-2020,SFA3,Street Fighter Alpha
1368,Gill,2.34,05-2020,SF3,Street Fighter III
1369,Sakura,2.276,05-2020,SFA2,Street Fighter Alpha
1370,Sagat,2.223,05-2020,SF1,Street Fighter
1371,Laura,2.221,05-2020,SF5,Street Fighter V
1372,Nash,1.968,05-2020,SFA,Street Fighter Alpha
1373,Ed,1.916,05-2020,SF4,Street Fighter IV
1374,Abigail,1.885,05-2020,FF,Final Fight
1375,Juri,1.871,05-2020,SSF4,Street Fighter IV
1376,Alex,1.812,05-2020,SF3,Street Fighter III
1377,G,1.803,05-2020,SF5S3,Street Fighter V
1378,Zeku,1.796,05-2020,SFA2,Street Fighter Alpha
1379,Boxer,1.78,05-2020,SF2,Street Fighter II
1380,Kolin,1.69,05-2020,SF3,Street Fighter III
1381,Cody,1.676,05-2020,FF,Final Fight
1382,R. Mika,1.628,05-2020,SFA3,Street Fighter Alpha
1383,Ibuki,1.627,05-2020,SF3,Street Fighter III
1384,Lucia,1.625,05-2020,FF3,Final Fight
1385,Necalli,1.613,05-2020,SF5,Street Fighter V
1386,Claw,1.559,05-2020,SF2,Street Fighter II
1387,Rashid,1.418,05-2020,SF5,Street Fighter V
1388,E. Honda,1.401,05-2020,SF2,Street Fighter II
1389,Poison,1.361,05-2020,FF,Final Fight
1390,Birdie,1.361,05-2020,SF1,Street Fighter
1391,Dhalsim,1.249,05-2020,SF2,Street Fighter II
1392,Blanka,1.086,05-2020,SF2,Street Fighter II
1393,Falke,0.933,05-2020,SF5S2,Street Fighter V
1394,Menat,0.841,05-2020,SF5S2,Street Fighter V
1395,F.A.N.G.,0.687,05-2020,SF5,Street Fighter V
1396,Ryu,9.752,06-2020,SF1,Street Fighter
1397,Akuma,6.555,06-2020,SF2T,Street Fighter II
1398,Ken,6.433,06-2020,SF1,Street Fighter
1399,Kage,4.819,06-2020,SF5S4,Street Fighter V
1400,Guile,4.435,06-2020,SF2,Street Fighter II
1401,Zangief,3.588,06-2020,SF2,Street Fighter II
1402,Dictator,3.373,06-2020,SF2,Street Fighter II
1403,Seth,3.252,06-2020,SF4,Street Fighter IV
1404,Urien,3.057,06-2020,SF3GI,Street Fighter III
1405,Cammy,2.97,06-2020,SF2NC,Street Fighter II
1406,Karin,2.764,06-2020,SFA3,Street Fighter Alpha
1407,Chun-Li,2.715,06-2020,SF2,Street Fighter II
1408,Sakura,2.38,06-2020,SFA2,Street Fighter Alpha
1409,Laura,2.299,06-2020,SF5,Street Fighter V
1410,Gill,2.214,06-2020,SF3,Street Fighter III
1411,Sagat,2.109,06-2020,SF1,Street Fighter
1412,Nash,1.913,06-2020,SFA,Street Fighter Alpha
1413,Juri,1.913,06-2020,SSF4,Street Fighter IV
1414,Abigail,1.901,06-2020,FF,Final Fight
1415,Ed,1.899,06-2020,SF4,Street Fighter IV
1416,Zeku,1.857,06-2020,SFA2,Street Fighter Alpha
1417,Boxer,1.836,06-2020,SF2,Street Fighter II
1418,Alex,1.812,06-2020,SF3,Street Fighter III
1419,Ibuki,1.789,06-2020,SF3,Street Fighter III
1420,G,1.783,06-2020,SF5S3,Street Fighter V
1421,Kolin,1.775,06-2020,SF3,Street Fighter III
1422,Claw,1.737,06-2020,SF2,Street Fighter II
1423,Cody,1.711,06-2020,FF,Final Fight
1424,Necalli,1.585,06-2020,SF5,Street Fighter V
1425,Lucia,1.581,06-2020,FF3,Final Fight
1426,Poison,1.57,06-2020,FF,Final Fight
1427,R. Mika,1.562,06-2020,SFA3,Street Fighter Alpha
1428,E. Honda,1.424,06-2020,SF2,Street Fighter II
1429,Rashid,1.421,06-2020,SF5,Street Fighter V
1430,Birdie,1.384,06-2020,SF1,Street Fighter
1431,Dhalsim,1.182,06-2020,SF2,Street Fighter II
1432,Blanka,1.077,06-2020,SF2,Street Fighter II
1433,Falke,0.931,06-2020,SF5S2,Street Fighter V
1434,Menat,0.905,06-2020,SF5S2,Street Fighter V
1435,F.A.N.G.,0.734,06-2020,SF5,Street Fighter V
