488,Birdie,2.044,04-2018,SF1,Street Fighter
489,Necalli,1.993,04-2018,SF5,Street Fighter V
490,Claw,1.831,04-2018,SF2,Street Fighter II
491,Rashid,1.584,04-2018,SF5,Street Fighter V
492,Menat,1.429,04-2018,SF5S2,Street Fighter V
493,Dhalsim,1.209,04-2018,SF2,Street Fighter II
494,F.A.N.G.,0.94,04-2018,SF5,Street Fighter V
495,Ryu,10.777,05-2018,SF1,Street Fighter
496,Akuma,9.148,05-2018,SF2T,Street Fighter II
497,Ken,7.275,05-2018,SF1,Street Fighter
498,Guile,5.968,05-2018,SF2,Street Fighter II
499,Cammy,4.575,05-2018,SF2NC,Street Fighter II
500,Dictator,3.747,05-2018,SF2,Street Fighter II
501,Karin,3.304,05-2018,SFA3,Street Fighter Alpha
502,Urien,3.302,05-2018,SF3GI,Street Fighter III
503,Zangief,3.243,05-2018,SF2,Street Fighter II
504,Nash,3.031,05-2018,SFA,Street Fighter Alpha
505,Alex,2.971,05-2018,SF3,Street Fighter III
506,Falke,2.849,05-2018,SF5S2,Street Fighter V
507,Laura,2.62,05-2018,SF5,Street Fighter V
508,Sakura,2.595,05-2018,SFA2,Street Fighter Alpha
509,Ed,2.567,05-2018,SF4,Street Fighter IV
510,Ibuki,2.555,05-2018,SF3,Street Fighter III
511,Zeku,2.493,05-2018,SFA2,Street Fighter Alpha
512,R. Mika,2.463,05-2018,SFA3,Street Fighter Alpha
513,Juri,2.453,05-2018,SSF4,Street Fighter IV
514,Boxer,2.423,05-2018,SF2,Street Fighter II
515,Chun-Li,2.339,05-2018,SF2,Street Fighter II
516,Abigail,2.306,05-2018,FF,Final Fight
517,Birdie,2.279,05-2018,SF1,Street Fighter
518,Necalli,1.956,05-2018,SF5,Street Fighter V
519,Kolin,1.935,05-2018,SF3,Street Fighter III
520,Claw,1.85,05-2018,SF2,Street Fighter II
521,Blanka,1.832,05-2018,SF2,Street Fighter II
522,Rashid,1.604,05-2018,SF5,Street Fighter V
523,Menat,1.335,05-2018,SF5S2,Street Fighter V
524,Dhalsim,1.261,05-2018,SF2,Street Fighter II
525,F.A.N.G.,0.944,05-2018,SF5,Street Fighter V
526,Ryu,10.469,06-2018,SF1,Street Fighter
527,Akuma,8.751,06-2018,SF2T,Street Fighter II
528,Ken,6.976,06-2018,SF1,Street Fighter
529,Guile,5.662,06-2018,SF2,Street Fighter II
530,Cammy,4.52,06-2018,SF2NC,Street Fighter II
531,Cody,4.133,06-2018,FF,Final Fight
532,Dictator,3.539,06-2018,SF2,Street Fighter II
533,Urien,3.508,06-2018,SF3GI,Street Fighter III
534,Karin,3.341,06-2018,SFA3,Street Fighter Alpha
535,Zangief,3.255,06-2018,SF2,Street Fighter II
536,Nash,2.973,06-2018,SFA,Street Fighter Alpha
537,Ibuki,2.798,06-2018,SF3,Street Fighter III
538,Alex,2.75,06-2018,SF3,Street Fighter III
539,Ed,2.487,06-2018,SF4,Street Fighter IV
540,Laura,2.482,06-2018,SF5,Street Fighter V
541,Boxer,2.415,06-2018,SF2,Street Fighter II
542,R. Mika,2.397,06-2018,SFA3,Street Fighter Alpha
543,Juri,2.393,06-2018,SSF4,Street Fighter IV
544,Abigail,2.351,06-2018,FF,Final Fight
545,Chun-Li,2.28,06-2018,SF2,Street Fighter II
546,Sakura,2.24,06-2018,SFA2,Street Fighter Alpha
547,Birdie,2.239,06-2018,SF1,Street Fighter
548,Zeku,2.201,06-2018,SFA2,Street Fighter Alpha
549,Necalli,1.956,06-2018,SF5,Street Fighter V
550,Claw,1.873,06-2018,SF2,Street Fighter II
551,Kolin,1.856,06-2018,SF3,Street Fighter III
552,Blanka,1.688,06-2018,SF2,Street Fighter II
553,Rashid,1.622,06-2018,SF5,Street Fighter V
554,Falke,1.411,06-2018,SF5S2,Street Fighter V
555,Menat,1.319,06-2018,SF5S2,Street Fighter V
556,Dhalsim,1.215,06-2018,SF2,Street Fighter II
557,F.A.N.G.,0.899,06-2018,SF5,Street Fighter V
558,Ryu,10.059,07-2018,SF1,Street Fighter
559,Akuma,8.395,07-2018,SF2T,Street Fighter II
560,Cody,7.715,07-2018,FF,Final Fight
561,Ken,6.802,07-2018,SF1,Street Fighter
562,Guile,5.556,07-2018,SF2,Street Fighter II
563,Cammy,4.754,07-2018,SF2NC,Street Fighter II
564,Dictator,3.279,07-2018,SF2,Street Fighter II
565,Karin,3.211,07-2018,SFA3,Street Fighter Alpha
566,Urien,3.113,07-2018,SF3GI,Street Fighter III
567,Zangief,3.035,07-2018,SF2,Street Fighter II
568,Ibuki,2.975,07-2018,SF3,Street Fighter III
569,Nash,2.72,07-2018,SFA,Street Fighter Alpha
570,Laura,2.603,07-2018,SF5,Street Fighter V
571,Chun-Li,2.445,07-2018,SF2,Street Fighter II
572,Ed,2.398,07-2018,SF4,Street Fighter IV
573,Alex,2.39,07-2018,SF3,Street Fighter III
574,Juri,2.344,07-2018,SSF4,Street Fighter IV
575,Abigail,2.292,07-2018,FF,Final Fight
576,Boxer,2.26,07-2018,SF2,Street Fighter II
577,R. Mika,2.235,07-2018,SFA3,Street Fighter Alpha
578,Sakura,2.145,07-2018,SFA2,Street Fighter Alpha
579,Zeku,2.08,07-2018,SFA2,Street Fighter Alpha
580,Birdie,2.036,07-2018,SF1,Street Fighter
581,Necalli,1.986,07-2018,SF5,Street Fighter V
582,Kolin,1.88,07-2018,SF3,Street Fighter III
583,Claw,1.679,07-2018,SF2,Street Fighter II
584,Rashid,1.608,07-2018,SF5,Street Fighter V
585,Blanka,1.509,07-2018,SF2,Street Fighter II
586,Menat,1.367,07-2018,SF5S2,Street Fighter V
587,Falke,1.143,07-2018,SF5S2,Street Fighter V
588,Dhalsim,1.122,07-2018,SF2,Street Fighter II
589,F.A.N.G.,0.863,07-2018,SF5,Street Fighter V
590,Sagat,9.729,08-2018,SF1,Street Fighter
591,Ryu,8.688,08-2018,SF1,Street Fighter
592,Akuma,7.463,08-2018,SF2T,Street Fighter II
593,G,7.25,08-2018,SF5S3,Street Fighter V
594,Ken,5.924,08-2018,SF1,Street Fighter
595,Guile,4.648,08-2018,SF2,Street Fighter II
596,Cammy,3.971,08-2018,SF2NC,Street Fighter II
597,Dictator,3.2,08-2018,SF2,Street Fighter II
598,Cody,2.953,08-2018,FF,Final Fight
599,Karin,2.755,08-2018,SFA3,Street Fighter Alpha
600,Zangief,2.698,08-2018,SF2,Street Fighter II
601,Ibuki,2.509,08-2018,SF3,Street Fighter III
602,Urien,2.431,08-2018,SF3GI,Street Fighter III
603,Laura,2.273,08-2018,SF5,Street Fighter V
604,R. Mika,2.254,08-2018,SFA3,Street Fighter Alpha
605,Nash,2.236,08-2018,SFA,Street Fighter Alpha
606,Juri,2.193,08-2018,SSF4,Street Fighter IV
607,Sakura,2.067,08-2018,SFA2,Street Fighter Alpha
608,Alex,2.016,08-2018,SF3,Street Fighter III
609,Ed,1.955,08-2018,SF4,Street Fighter IV
610,Abigail,1.952,08-2018,FF,Final Fight
611,Chun-Li,1.951,08-2018,SF2,Street Fighter II
612,Boxer,1.905,08-2018,SF2,Street Fighter II
613,Birdie,1.742,08-2018,SF1,Street Fighter
614,Zeku,1.739,08-2018,SFA2,Street Fighter Alpha
615,Necalli,1.622,08-2018,SF5,Street Fighter V
616,Kolin,1.619,08-2018,SF3,Street Fighter III
617,Rashid,1.572,08-2018,SF5,Street Fighter V
618,Claw,1.449,08-2018,SF2,Street Fighter II
619,Blanka,1.24,08-2018,SF2,Street Fighter II
620,Menat,1.181,08-2018,SF5S2,Street Fighter V
621,Falke,1.084,08-2018,SF5S2,Street Fighter V
622,Dhalsim,0.982,08-2018,SF2,Street Fighter II
623,F.A.N.G.,0.753,08-2018,SF5,Street Fighter V
624,Ryu,8.955,09-2018,SF1,Street Fighter
625,Akuma,8.539,09-2018,SF2T,Street Fighter II
626,Ken,6.464,09-2018,SF1,Street Fighter
627,Guile,5.156,09-2018,SF2,Street Fighter II
628,Sagat,5.137,09-2018,SF1,Street Fighter
629,Cammy,4.484,09-2018,SF2NC,Street Fighter II
630,G,4,09-2018,SF5S3,Street Fighter V
631,Dictator,3.535,09-2018,SF2,Street Fighter II
632,Karin,3.184,09-2018,SFA3,Street Fighter Alpha
633,Zangief,3.13,09-2018,SF2,Street Fighter II
634,Urien,2.773,09-2018,SF3GI,Street Fighter III
635,Ibuki,2.671,09-2018,SF3,Street Fighter III
636,R. Mika,2.561,09-2018,SFA3,Street Fighter Alpha
637,Nash,2.453,09-2018,SFA,Street Fighter Alpha
638,Cody,2.393,09-2018,FF,Final Fight
639,Abigail,2.367,09-2018,FF,Final Fight
640,Laura,2.362,09-2018,SF5,Street Fighter V
641,Juri,2.293,09-2018,SSF4,Street Fighter IV
642,Boxer,2.224,09-2018,SF2,Street Fighter II
643,Alex,2.179,09-2018,SF3,Street Fighter III
644,Ed,2.105,09-2018,SF4,Street Fighter IV
645,Chun-Li,2.068,09-2018,SF2,Street Fighter II
646,Kolin,2.063,09-2018,SF3,Street Fighter III
647,Zeku,2.06,09-2018,SFA2,Street Fighter Alpha
648,Sakura,2.048,09-2018,SFA2,Street Fighter Alpha
649,Birdie,1.897,09-2018,SF1,Street Fighter
650,Necalli,1.812,09-2018,SF5,Street Fighter V
651,Claw,1.652,09-2018,SF2,Street Fighter II
652,Rashid,1.639,09-2018,SF5,Street Fighter V
653,Menat,1.377,09-2018,SF5S2,Street Fighter V
654,Blanka,1.277,09-2018,SF2,Street Fighter II
655,Falke,1.206,09-2018,SF5S2,Street Fighter V
656,Dhalsim,1.096,09-2018,SF2,Street Fighter II
657,F.A.N.G.,0.843,09-2018,SF5,Street Fighter V
658,Ryu,9.414,10-2018,SF1,Street Fighter
659,Akuma,8.909,10-2018,SF2T,Street Fighter II
660,Ken,6.968,10-2018,SF1,Street Fighter
661,Guile,5.369,10-2018,SF2,Street Fighter II
662,Cammy,4.215,10-2018,SF2NC,Street Fighter II
663,Sagat,3.725,10-2018,SF1,Street Fighter
664,Dictator,3.536,10-2018,SF2,Street Fighter II
665,Zangief,3.477,10-2018,SF2,Street Fighter II
666,Karin,3.205,10-2018,SFA3,Street Fighter Alpha
667,Urien,2.901,10-2018,SF3GI,Street Fighter III
668,Ibuki,2.701,10-2018,SF3,Street Fighter III
669,G,2.656,10-2018,SF5S3,Street Fighter V
670,R. Mika,2.588,10-2018,SFA3,Street Fighter Alpha
671,Abigail,2.579,10-2018,FF,Final Fight
672,Nash,2.562,10-2018,SFA,Street Fighter Alpha
673,Laura,2.404,10-2018,SF5,Street Fighter V
674,Alex,2.315,10-2018,SF3,Street Fighter III
675,Juri,2.313,10-2018,SSF4,Street Fighter IV
676,Chun-Li,2.232,10-2018,SF2,Street Fighter II
677,Cody,2.211,10-2018,FF,Final Fight
678,Boxer,2.186,10-2018,SF2,Street Fighter II
679,Zeku,2.122,10-2018,SFA2,Street Fighter Alpha
680,Kolin,2.082,10-2018,SF3,Street Fighter III
681,Ed,2.072,10-2018,SF4,Street Fighter IV
682,Sakura,1.971,10-2018,SFA2,Street Fighter Alpha
683,Necalli,1.911,10-2018,SF5,Street Fighter V
684,Birdie,1.91,10-2018,SF1,Street Fighter
685,Rashid,1.813,10-2018,SF5,Street Fighter V
686,Claw,1.806,10-2018,SF2,Street Fighter II
687,Blanka,1.345,10-2018,SF2,Street Fighter II
688,Menat,1.328,10-2018,SF5S2,Street Fighter V
689,Dhalsim,1.165,10-2018,SF2,Street Fighter II
690,Falke,1.069,10-2018,SF5S2,Street Fighter V
691,F.A.N.G.,0.942,10-2018,SF5,Street Fighter V
692,Ryu,9.87,11-2018,SF1,Street Fighter
693,Akuma,8.847,11-2018,SF2T,Street Fighter II
694,Ken,7.104,11-2018,SF1,Street Fighter
695,Guile,5.431,11-2018,SF2,Street Fighter II
696,Cammy,4.284,11-2018,SF2NC,Street Fighter II
697,Dictator,3.93,11-2018,SF2,Street Fighter II
698,Zangief,3.333,11-2018,SF2,Street Fighter II
699,Karin,3.329,11-2018,SFA3,Street Fighter Alpha
700,Sagat,3.099,11-2018,SF1,Street Fighter
701,Urien,2.98,11-2018,SF3GI,Street Fighter III
702,Ibuki,2.648,11-2018,SF3,Street Fighter III
703,Nash,2.636,11-2018,SFA,Street Fighter Alpha
704,R. Mika,2.621,11-2018,SFA3,Street Fighter Alpha
705,Abigail,2.559,11-2018,FF,Final Fight
706,Laura,2.488,11-2018,SF5,Street Fighter V
707,Alex,2.406,11-2018,SF3,Street Fighter III
708,G,2.38,11-2018,SF5S3,Street Fighter V
709,Juri,2.374,11-2018,SSF4,Street Fighter IV
710,Cody,2.181,11-2018,FF,Final Fight
711,Boxer,2.178,11-2018,SF2,Street Fighter II
712,Chun-Li,2.123,11-2018,SF2,Street Fighter II
713,Ed,2.09,11-2018,SF4,Street Fighter IV
714,Sakura,2.079,11-2018,SFA2,Street Fighter Alpha
715,Zeku,2.053,11-2018,SFA2,Street Fighter Alpha
716,Kolin,2.037,11-2018,SF3,Street Fighter III
717,Necalli,1.845,11-2018,SF5,Street Fighter V
718,Birdie,1.832,11-2018,SF1,Street Fighter
719,Rashid,1.796,11-2018,SF5,Street Fighter V
720,Claw,1.736,11-2018,SF2,Street Fighter II
721,Blanka,1.379,11-2018,SF2,Street Fighter II
722,Menat,1.23,11-2018,SF5S2,Street Fighter V
723,Dhalsim,1.153,11-2018,SF2,Street Fighter II
724,Falke,0.992,11-2018,SF5S2,Street Fighter V
725,F.A.N.G.,0.982,11-2018,SF5,Street Fighter V
726,Ryu,10.886,12-2018,SF1,Street Fighter
727,Kage,8.949,12-2018,SF5S4,Street Fighter V
728,Akuma,7.031,12-2018,SF2T,Street Fighter II
729,Ken,6.309,12-2018,SF1,Street Fighter
730,Guile,4.09,12-2018,SF2,Street Fighter II
731,Dictator,3.652,12-2018,SF2,Street Fighter II
732,Cammy,3.607,12-2018,SF2NC,Street Fighter II
733,Zangief,3.33,12-2018,SF2,Street Fighter II
734,Karin,3.155,12-2018,SFA3,Street Fighter Alpha
735,Sagat,2.685,12-2018,SF1,Street Fighter
736,Sakura,2.594,12-2018,SFA2,Street Fighter Alpha
737,Alex,2.488,12-2018,SF3,Street Fighter III
738,Urien,2.418,12-2018,SF3GI,Street Fighter III
739,Nash,2.322,12-2018,SFA,Street Fighter Alpha
740,Juri,2.21,12-2018,SSF4,Street Fighter IV
741,Ibuki,2.162,12-2018,SF3,Street Fighter III
742,Laura,2.144,12-2018,SF5,Street Fighter V
743,Chun-Li,2.118,12-2018,SF2,Street Fighter II
744,R. Mika,2.115,12-2018,SFA3,Street Fighter Alpha
745,Cody,2.096,12-2018,FF,Final Fight
746,Zeku,2.04,12-2018,SFA2,Street Fighter Alpha
747,G,1.988,12-2018,SF5S3,Street Fighter V
748,Kolin,1.933,12-2018,SF3,Street Fighter III
749,Ed,1.913,12-2018,SF4,Street Fighter IV
750,Boxer,1.911,12-2018,SF2,Street Fighter II
751,Abigail,1.877,12-2018,FF,Final Fight
752,Birdie,1.667,12-2018,SF1,Street Fighter
753,Claw,1.656,12-2018,SF2,Street Fighter II
754,Rashid,1.629,12-2018,SF5,Street Fighter V
755,Necalli,1.5,12-2018,SF5,Street Fighter V
756,Falke,1.312,12-2018,SF5S2,Street Fighter V
757,Blanka,1.157,12-2018,SF2,Street Fighter II
758,Dhalsim,1.081,12-2018,SF2,Street Fighter II
759,Menat,1.069,12-2018,SF5S2,Street Fighter V
760,F.A.N.G.,0.906,12-2018,SF5,Street Fighter V
761,Ryu,11.402,01-2019,SF1,Street Fighter
762,Akuma,7.253,01-2019,SF2T,Street Fighter II
763,Kage,6.708,01-2019,SF5S4,Street Fighter V
764,Ken,6.364,01-2019,SF1,Street Fighter
765,Zangief,3.934,01-2019,SF2,Street Fighter II
766,Dictator,3.903,01-2019,SF2,Street Fighter II
767,Guile,3.656,01-2019,SF2,Street Fighter II
768,Karin,3.465,01-2019,SFA3,Street Fighter Alpha
769,Cammy,3.142,01-2019,SF2NC,Street Fighter II
770,Zeku,2.668,01-2019,SFA2,Street Fighter Alpha
771,Sakura,2.629,01-2019,SFA2,Street Fighter Alpha
772,Alex,2.578,01-2019,SF3,Street Fighter III
773,Sagat,2.564,01-2019,SF1,Street Fighter
774,Urien,2.394,01-2019,SF3GI,Street Fighter III
775,Ibuki,2.36,01-2019,SF3,Street Fighter III
776,Nash,2.179,01-2019,SFA,Street Fighter Alpha
777,Cody,2.161,01-2019,FF,Final Fight
778,Chun-Li,2.155,01-2019,SF2,Street Fighter II
779,Birdie,2.142,01-2019,SF1,Street Fighter
780,R. Mika,2.13,01-2019,SFA3,Street Fighter Alpha
781,Juri,2.116,01-2019,SSF4,Street Fighter IV
782,Laura,2.073,01-2019,SF5,Street Fighter V
783,G,2.066,01-2019,SF5S3,Street Fighter V
784,Boxer,2.014,01-2019,SF2,Street Fighter II
785,Kolin,1.992,01-2019,SF3,Street Fighter III
786,Ed,1.845,01-2019,SF4,Street Fighter IV
787,Rashid,1.71,01-2019,SF5,Street Fighter V
788,Abigail,1.695,01-2019,FF,Final Fight
789,Claw,1.626,01-2019,SF2,Street Fighter II
790,Necalli,1.535,01-2019,SF5,Street Fighter V
791,Falke,1.454,01-2019,SF5S2,Street Fighter V
792,Blanka,1.148,01-2019,SF2,Street Fighter II
793,Dhalsim,1.105,01-2019,SF2,Street Fighter II
794,Menat,0.923,01-2019,SF5S2,Street Fighter V
795,F.A.N.G.,0.91,01-2019,SF5,Street Fighter V
796,Ryu,10.8,02-2019,SF1,Street Fighter
797,Akuma,7.816,02-2019,SF2T,Street Fighter II
798,Ken,6.516,02-2019,SF1,Street Fighter
799,Kage,4.696,02-2019,SF5S4,Street Fighter V
800,Guile,4.143,02-2019,SF2,Street Fighter II
801,Zangief,4.022,02-2019,SF2,Street Fighter II
802,Dictator,3.93,02-2019,SF2,Street Fighter II
803,Karin,3.582,02-2019,SFA3,Street Fighter Alpha
804,Cammy,3.377,02-2019,SF2NC,Street Fighter II
805,Urien,2.779,02-2019,SF3GI,Street Fighter III
806,Birdie,2.753,02-2019,SF1,Street Fighter
807,Sagat,2.533,02-2019,SF1,Street Fighter
808,Zeku,2.482,02-2019,SFA2,Street Fighter Alpha
809,Sakura,2.481,02-2019,SFA2,Street Fighter Alpha
810,Ibuki,2.417,02-2019,SF3,Street Fighter III
811,Alex,2.385,02-2019,SF3,Street Fighter III
812,Nash,2.228,02-2019,SFA,Street Fighter Alpha
813,R. Mika,2.175,02-2019,SFA3,Street Fighter Alpha
814,Chun-Li,2.174,02-2019,SF2,Street Fighter II
815,Juri,2.13,02-2019,SSF4,Street Fighter IV
816,G,2.091,02-2019,SF5S3,Street Fighter V
817,Boxer,2.09,02-2019,SF2,Street Fighter II
818,Cody,2.089,02-2019,FF,Final Fight
819,Kolin,2.075,02-2019,SF3,Street Fighter III
820,Laura,2.074,02-2019,SF5,Street Fighter V
821,Ed,1.872,02-2019,SF4,Street Fighter IV
822,Abigail,1.737,02-2019,FF,Final Fight
823,Necalli,1.686,02-2019,SF5,Street Fighter V
824,Rashid,1.669,02-2019,SF5,Street Fighter V
825,Claw,1.666,02-2019,SF2,Street Fighter II
826,Blanka,1.26,02-2019,SF2,Street Fighter II
827,Falke,1.222,02-2019,SF5S2,Street Fighter V
828,Dhalsim,1.214,02-2019,SF2,Street Fighter II
829,Menat,0.963,02-2019,SF5S2,Street Fighter V
830,F.A.N.G.,0.874,02-2019,SF5,Street Fighter V
831,Ryu,10.335,03-2019,SF1,Street Fighter
832,Akuma,7.828,03-2019,SF2T,Street Fighter II
833,Ken,6.499,03-2019,SF1,Street Fighter
834,Guile,4.456,03-2019,SF2,Street Fighter II
835,Zangief,4.172,03-2019,SF2,Street Fighter II
836,Kage,4.055,03-2019,SF5S4,Street Fighter V
837,Dictator,3.946,03-2019,SF2,Street Fighter II
838,Karin,3.916,03-2019,SFA3,Street Fighter Alpha
839,Cammy,3.392,03-2019,SF2NC,Street Fighter II
840,Urien,2.774,03-2019,SF3GI,Street Fighter III
841,Birdie,2.603,03-2019,SF1,Street Fighter
842,Sagat,2.49,03-2019,SF1,Street Fighter
843,Ibuki,2.463,03-2019,SF3,Street Fighter III
844,Alex,2.455,03-2019,SF3,Street Fighter III
845,Sakura,2.454,03-2019,SFA2,Street Fighter Alpha
846,Zeku,2.419,03-2019,SFA2,Street Fighter Alpha
847,Juri,2.248,03-2019,SSF4,Street Fighter IV
848,Nash,2.24,03-2019,SFA,Street Fighter Alpha
849,Chun-Li,2.217,03-2019,SF2,Street Fighter II
850,Boxer,2.154,03-2019,SF2,Street Fighter II
851,Laura,2.114,03-2019,SF5,Street Fighter V
852,Kolin,2.11,03-2019,SF3,Street Fighter III
853,R. Mika,2.106,03-2019,SFA3,Street Fighter Alpha
854,G,2.082,03-2019,SF5S3,Street Fighter V
855,Cody,2.075,03-2019,FF,Final Fight
856,Abigail,1.837,03-2019,FF,Final Fight
857,Ed,1.831,03-2019,SF4,Street Fighter IV
858,Necalli,1.784,03-2019,SF5,Street Fighter V
859,Rashid,1.776,03-2019,SF5,Street Fighter V
860,Claw,1.579,03-2019,SF2,Street Fighter II
861,Dhalsim,1.268,03-2019,SF2,Street Fighter II
862,Blanka,1.254,03-2019,SF2,Street Fighter II
863,Falke,1.157,03-2019,SF5S2,Street Fighter V
864,Menat,1.015,03-2019,SF5S2,Street Fighter V
865,F.A.N.G.,0.899,03-2019,SF5,Street Fighter V
866,Ryu,10.452,04-2019,SF1,Street Fighter
867,Akuma,8.37,04-2019,SF2T,Street Fighter II
868,Ken,6.517,04-2019,SF1,Street Fighter
869,Guile,4.584,04-2019,SF2,Street Fighter II
870,Karin,4.205,04-2019,SFA3,Street Fighter Alpha
871,Kage,4.059,04-2019,SF5S4,Street Fighter V
872,Zangief,4.012,04-2019,SF2,Street Fighter II
873,Dictator,3.948,04-2019,SF2,Street Fighter II
874,Cammy,3.432,04-2019,SF2NC,Street Fighter II
875,Zeku,2.582,04-2019,SFA2,Street Fighter Alpha
876,Urien,2.554,04-2019,SF3GI,Street Fighter III
877,Ibuki,2.41,04-2019,SF3,Street Fighter III
878,G,2.397,04-2019,SF5S3,Street Fighter V
879,Birdie,2.333,04-2019,SF1,Street Fighter
880,Alex,2.33,04-2019,SF3,Street Fighter III
881,Sagat,2.326,04-2019,SF1,Street Fighter
882,Chun-Li,2.323,04-2019,SF2,Street Fighter II
883,Sakura,2.316,04-2019,SFA2,Street Fighter Alpha
884,Juri,2.259,04-2019,SSF4,Street Fighter IV
885,Nash,2.216,04-2019,SFA,Street Fighter Alpha
886,Boxer,2.198,04-2019,SF2,Street Fighter II
887,Laura,2.142,04-2019,SF5,Street Fighter V
888,R. Mika,2.075,04-2019,SFA3,Street Fighter Alpha
889,Kolin,1.964,04-2019,SF3,Street Fighter III
890,Cody,1.867,04-2019,FF,Final Fight
891,Rashid,1.84,04-2019,SF5,Street Fighter V
892,Ed,1.833,04-2019,SF4,Street Fighter IV
893,Abigail,1.685,04-2019,FF,Final Fight
894,Necalli,1.659,04-2019,SF5,Street Fighter V
895,Claw,1.587,04-2019,SF2,Street Fighter II
896,Dhalsim,1.243,04-2019,SF2,Street Fighter II
897,Blanka,1.186,04-2019,SF2,Street Fighter II
898,Falke,1.168,04-2019,SF5S2,Street Fighter V
899,Menat,1.057,04-2019,SF5S2,Street Fighter V
900,F.A.N.G.,0.869,04-2019,SF5,Street Fighter V
901,Ryu,10.702,05-2019,SF1,Street Fighter
902,Akuma,8.811,05-2019,SF2T,Street Fighter II
903,Ken,6.783,05-2019,SF1,Street Fighter
904,Guile,4.672,05-2019,SF2,Street Fighter II
905,Karin,4.412,05-2019,SFA3,Street Fighter Alpha
906,Zangief,3.904,05-2019,SF2,Street Fighter II
907,Dictator,3.845,05-2019,SF2,Street Fighter II
908,Kage,3.719,05-2019,SF5S4,Street Fighter V
909,Cammy,3.474,05-2019,SF2NC,Street Fighter II
910,Zeku,2.578,05-2019,SFA2,Street Fighter Alpha
911,Urien,2.569,05-2019,SF3GI,Street Fighter III
912,Ibuki,2.497,05-2019,SF3,Street Fighter III
913,Sakura,2.354,05-2019,SFA2,Street Fighter Alpha
914,G,2.328,05-2019,SF5S3,Street Fighter V
915,Birdie,2.279,05-2019,SF1,Street Fighter
916,Nash,2.252,05-2019,SFA,Street Fighter Alpha
917,Juri,2.237,05-2019,SSF4,Street Fighter IV
918,Laura,2.231,05-2019,SF5,Street Fighter V
919,Chun-Li,2.212,05-2019,SF2,Street Fighter II
920,Alex,2.192,05-2019,SF3,Street Fighter III
921,Sagat,2.181,05-2019,SF1,Street Fighter
922,R. Mika,2.105,05-2019,SFA3,Street Fighter Alpha
923,Kolin,2.031,05-2019,SF3,Street Fighter III
924,Boxer,1.984,05-2019,SF2,Street Fighter II
925,Rashid,1.86,05-2019,SF5,Street Fighter V
926,Ed,1.765,05-2019,SF4,Street Fighter IV
927,Cody,1.752,05-2019,FF,Final Fight
928,Necalli,1.644,05-2019,SF5,Street Fighter V
929,Abigail,1.644,05-2019,FF,Final Fight
930,Claw,1.521,05-2019,SF2,Street Fighter II
931,Dhalsim,1.235,05-2019,SF2,Street Fighter II
932,Falke,1.215,05-2019,SF5S2,Street Fighter V
933,Blanka,1.138,05-2019,SF2,Street Fighter II
934,Menat,1.028,05-2019,SF5S2,Street Fighter V
935,F.A.N.G.,0.846,05-2019,SF5,Street Fighter V
936,Ryu,10.334,06-2019,SF1,Street Fighter
937,Akuma,8.967,06-2019,SF2T,Street Fighter II
938,Ken,6.638,06-2019,SF1,Street Fighter
939,Guile,4.896,06-2019,SF2,Street Fighter II
940,Karin,4.463,06-2019,SFA3,Street Fighter Alpha
941,Dictator,4.095,06-2019,SF2,Street Fighter II
942,Zangief,3.83,06-2019,SF2,Street Fighter II
943,Kage,3.494,06-2019,SF5S4,Street Fighter V
944,Cammy,3.306,06-2019,SF2NC,Street Fighter II
945,Urien,2.631,06-2019,SF3GI,Street Fighter III
946,Ibuki,2.544,06-2019,SF3,Street Fighter III
947,Sakura,2.511,06-2019,SFA2,Street Fighter Alpha
948,Sagat,2.41,06-2019,SF1,Street Fighter
949,Birdie,2.372,06-2019,SF1,Street Fighter
950,Laura,2.334,06-2019,SF5,Street Fighter V
951,Zeku,2.324,06-2019,SFA2,Street Fighter Alpha
952,Nash,2.265,06-2019,SFA,Street Fighter Alpha
953,Chun-Li,2.237,06-2019,SF2,Street Fighter II
954,Alex,2.236,06-2019,SF3,Street Fighter III
955,R. Mika,2.153,06-2019,SFA3,Street Fighter Alpha
956,G,2.141,06-2019,SF5S3,Street Fighter V
957,Juri,2.122,06-2019,SSF4,Street Fighter IV
958,Kolin,2.013,06-2019,SF3,Street Fighter III
959,Boxer,1.994,06-2019,SF2,Street Fighter II
960,Abigail,1.815,06-2019,FF,Final Fight
961,Rashid,1.791,06-2019,SF5,Street Fighter V
962,Necalli,1.748,06-2019,SF5,Street Fighter V
963,Cody,1.746,06-2019,FF,Final Fight
964,Ed,1.653,06-2019,SF4,Street Fighter IV
965,Claw,1.557,06-2019,SF2,Street Fighter II
966,Dhalsim,1.213,06-2019,SF2,Street Fighter II
967,Falke,1.205,06-2019,SF5S2,Street Fighter V
968,Blanka,1.105,06-2019,SF2,Street Fighter II
969,Menat,0.978,06-2019,SF5S2,Street Fighter V
970,F.A.N.G.,0.879,06-2019,SF5,Street Fighter V
971,Ryu,10.483,07-2019,SF1,Street Fighter
972,Akuma,9.095,07-2019,SF2T,Street Fighter II
973,Ken,6.669,07-2019,SF1,Street Fighter
974,Guile,5.049,07-2019,SF2,Street Fighter II
975,Karin,4.458,07-2019,SFA3,Street Fighter Alpha
976,Dictator,4.18,07-2019,SF2,Street Fighter II
977,Zangief,3.814,07-2019,SF2,Street Fighter II
